TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
120.53929246942425,0.0011400494,568,199728.66,13.675906,3816.9673,1.2771007,209780.55,14.42263,0,296.2263785664825,4.5819135E-5,129.97651869790093,2.9339271E-5,296.29384541197714,9.825829E-5,129.90814824670298,1.1440992E-4,0.006476357,0.010752265
120.55972712310177,0.0011411031,569,199663.02,13.676036,3812.3188,1.2770975,209705.58,14.529696,0,296.2257155268981,4.5799363E-5,129.9758364785773,2.9378456E-5,296.29346283678035,9.8297045E-5,129.90731832635728,1.1445968E-4,0.0060556633,0.010005051
120.5801616766621,0.0011421567,570,199649.27,13.676166,3814.513,1.2770944,209706.53,14.556744,0,296.225113466598,4.5782297E-5,129.97586853820886,2.9382345E-5,296.29312638629625,9.831047E-5,129.90746558483482,1.1446889E-4,0.005401568,0.010013692
120.60059643021668,0.0011432102,571,199604.88,13.676294,3811.1602,1.2770914,209643.95,14.490283,0,296.2245358013479,4.5780496E-5,129.97612050035227,2.9380995E-5,296.2926196457754,9.833795E-5,129.90766385419295,1.14492126E-4,0.0048375996,0.010213581
120.62103108366136,0.0011442637,572,199648.88,13.676423,3813.7896,1.2770882,209717.61,14.531381,0,296.2232668590922,4.569748E-5,129.97566092912461,2.9396197E-5,296.29189959806916,9.831688E-5,129.90722667749282,1.1446415E-4,0.003867409,0.009710283
120.64146563710528,0.0011453171,573,199728.3,13.676553,3809.9387,1.2770848,209794.48,14.509245,0,296.2231765275219,4.569022E-5,129.97619934397187,2.9360797E-5,296.291543838665,9.828741E-5,129.90782670384715,1.14417875E-4,0.0036348314,0.010336034
120.66190029054269,0.0011463705,574,199735.36,13.6766815,3811.1306,1.2770817,209813.7,14.522508,0,296.22276829707226,4.5673063E-5,129.97570263216366,2.938751E-5,296.29132659223035,9.829316E-5,129.90726628021017,1.1442769E-4,0.0031993221,0.0096992105
120.68233504387172,0.0011474239,575,199696.64,13.676809,3810.8396,1.2770786,209775.62,14.523857,0,296.2224461626956,4.5668854E-5,129.97573904446554,2.9399527E-5,296.2909750715655,9.8314566E-5,129.90741421133956,1.14446004E-4,0.0031138442,0.00972168
120.7027695970828,0.0011484771,576,199641.94,13.676939,3809.6006,1.2770753,209719.05,14.546839,0,296.2224436977216,4.5693174E-5,129.97556313013507,2.9399347E-5,296.2910715095302,9.833735E-5,129.90701583167186,1.1447695E-4,0.003045468,0.009544741
120.7232042504038,0.0011495304,577,199596.03,13.67707,3807.625,1.277072,209676.45,14.501263,0,296.22217670472395,4.5700574E-5,129.97571140995748,2.940525E-5,296.2908122456106,9.837113E-5,129.90711604312366,1.1451118E-4,0.0027524687,0.009681027
120.74363900361641,0.0011505836,578,199640.8,13.677197,3806.6064,1.2770686,209731.7,14.549359,0,296.2218995462142,4.566809E-5,129.9750004262485,2.9426319E-5,296.2906737430539,9.835092E-5,129.90672713143312,1.14489565E-4,0.0025811996,0.008865653
120.76407355671108,0.0011516367,579,199705.72,13.677326,3807.0442,1.2770654,209788.94,14.517218,0,296.2221575948274,4.568523E-5,129.97536522754302,2.9401781E-5,296.2908722754087,9.831428E-5,129.9070400087453,1.14443974E-4,0.0028320581,0.009333742
120.78450820979924,0.0011526898,580,199725.1,13.677456,3807.943,1.277062,209828.4,14.531079,0,296.2219498074042,4.5663943E-5,129.97475118461352,2.940516E-5,296.2907333747206,9.831416E-5,129.90607201044867,1.1445258E-4,0.002641032,0.008602265
