Kepler ID,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination
9728465,19 53 03.992,+46 24 46.77,132.0203,7.353871,112,2.1253,,0.67,88.24,0.079,0,,0.01,20.7,1.67,1215,6367,4.18,,1.48,1.21,3.52,Pinsonneault,,,1,
9729691,19 54 25.891,+46 27 13.24,132.1084,20.99433,1081,2.6931,,0.89,88.24,0.136,0,,0.036,32,3.1,545,5145,4.53,,0.79,0.76,13.9,Pinsonneault,,,2,
9729691,19 54 25.891,+46 27 13.24,133.6614,8.689298,1128,2.7421,,0.74,87.66,0.076,0,,0.033,17.5,2.9,729,5145,4.53,,0.79,0.76,13.9,Pinsonneault,,,2,
9730163,19 54 56.668,+46 29 55.08,133.1194,2.984151,5045,1.499,,0.55,88.24,0.024,0,,0.066,16.5,1.96,479,3240,4.897,,0.27,0.21,,J-K,,,2,
9730163,19 54 56.668,+46 29 55.08,133.6408,4.871229,12459,1.9372,,0.18,89.38,0.033,0,,0.098,27,2.9,409,3240,4.897,,0.27,0.21,,J-K,,,2,
9735426,20 01 29.106,+46 24 29.80,138.7347,8.088034,1000,1.7812,,0.68,88.81,0.074,0,,0.031,27,2.4,708,5171,4.64,,0.71,0.813,0.6,Pinsonneault,,,1,
9752973,18 48 46.751,+46 31 22.40,132.042786,0.716718521,42,0.7853,0.01105,0.738,81.11,0.015,0,,0.007,4.78,1.098,2720,6109,4.018,-0.64,1.547,,,q1_q16_stellar,1.11111E+15,1827,1,0.883
9752982,18 48 47.622,+46 31 13.04,132.050063,0.716718824,275.2,1.3084,0.115,0.9,63.2,0.015,0,,0.018,1.993,5.467,3125,5173,3.471,-0.72,2.742,,,q1_q16_stellar,1.11111E+15,1827,1,0.997
9753154,18 49 12.290,+46 30 58.32,132.2111,3.704297,49,3.1864,,0.55,85.94,0.052,0,,0.007,7.5,1.14,1641,6733,4.16,,1.59,1.34,2.13,Pinsonneault,,,1,
9757613,18 59 45.835,+46 33 59.54,136.263,3.543867,410,2.0549,,0.026,89.95,0.039,0,,0.018,13.4,1.13,761,4486,4.72,,0.577,0.634,5.2,SME,,,4,
9757613,18 59 45.835,+46 33 59.54,136.7429,46.82787,1597,2.3647,,0.922,89.38,0.218,0,,0.047,75,2.98,322,4486,4.72,,0.577,0.634,5.2,SME,,,4,
9757613,18 59 45.835,+46 33 59.54,149.8891,17.251048,1936,2.1911,,0.828,88.81,0.112,0,,0.047,38.5,2.94,449,4486,4.72,,0.577,0.634,5.2,SME,,,4,
9757613,18 59 45.835,+46 33 59.54,170.39654,12.283078,2864,2.8563,,0.475,89.38,0.09,0,,0.049,30.7,3.08,501,4486,4.72,,0.577,0.634,5.2,SME,,,4,
9758032,19 00 50.266,+46 32 27.27,131.579,1.3320418,141,1.6458,,0.42,85.94,0.023,0,,0.011,5.9,0.93,1377,5402,4.61,,0.77,0.873,0.5,Pinsonneault,,,1,
9758089,19 01 00.879,+46 34 55.89,150.4052,32.3767,711,4.1242,,0.76,88.81,0.172,0,,0.027,41,1.82,382,4572,4.67,,0.616,0.644,14,Pinsonneault,,,2,
9758089,19 01 00.879,+46 34 55.89,177.4538,92.725,1103,6.3347,,0.72,89.38,0.346,0,,0.033,83,2.21,269,4572,4.67,,0.616,0.644,14,Pinsonneault,,,2,
9758615,19 02 22.903,+46 30 34.80,169.2951,94.205612,513.4,6.62,0.14,0,90,0.475,0,,0.021,111,4.3,614,6969,4.089,0.22,1.896,,,q1_q16_stellar,1.11111E+15,12,1,0.549
9761199,19 08 34.350,+46 30 29.02,133.11103,0.6920069,3876,1.1155,,0.889,72.77,0.013,0,,0.069,3,4.12,1193,4183,4.72,,0.543,0.57,14,Pinsonneault,,,1,
9761573,19 09 29.209,+46 33 53.42,137.33915,7.44138085,2165.5,2.81,3,0.987,83.24,0.076,0,,0.07,8.38,9.14,1140,6540,4.314,-0.38,1.188,,,q1_q16_stellar,1000000,12,1,0.881
9761615,19 09 36.709,+46 34 26.32,131.95485,1.791110619,196.7,2.1107,0.0411,0.57,83.9,0.03,0,,0.013,5.42,1.457,1549,6040,4.469,-0.02,0.999,,,q1_q16_stellar,1.11111E+15,729,1,0.743
9761882,19 10 16.721,+46 34 04.30,173.7038,24.58719,990,3.9033,,0.47,89.38,0.16,0,,0.029,44,2.5,538,5493,4.59,,0.79,0.896,0.5,Pinsonneault,,,1,
9763348,19 13 40.247,+46 35 25.55,137.531,15.77378,335,5.5063,,0.895,85.37,0.124,0,,0.021,10.82,2.43,758,5939,4.41,,1.037,1.009,,J-K,,,1,
9763612,19 14 14.766,+46 32 09.78,141.73243,16.05073129,106.1,3.165,0.043,0.54,89.07,0.115,0,,0.01,33.1,0.962,675,5443,4.42,-0.18,0.911,,,q1_q16_stellar,1.11111E+15,86,1,0.805
9763754,19 14 35.903,+46 35 51.91,186.557,17.477,30,4.0841,,0.93,85.37,0.136,0,,0.006,11.9,0.7,744,6196,4.47,,1.01,1.099,0.3,Pinsonneault,,,1,
9765975,19 19 26.191,+46 31 21.62,138.1638,18.45848,541,3.2938,,0.47,89.38,0.128,0,,0.021,39,1.9,604,5372,4.51,,0.83,0.82,9.6,Pinsonneault,,,1,
9766437,19 20 16.318,+46 34 44.90,170.7639,12.532507,1148,3.9195,,0.025,89.95,0.107,0,,0.031,25.2,3.1,781,6000,4.51,,0.93,1.035,0.3,Pinsonneault,,,1,
9771920,19 29 38.108,+46 30 54.93,470.6726,378.70644,796,14.66,0.68,0.66,89.75,0.837,0,,0.027,155,1.658,150.6,4185,4.683,-0.48,0.557,,,q1_q16_stellar,1.11111E+15,3,1,0.887
9772531,19 30 37.690,+46 32 14.42,183.40696,31.2016889,34474,3.5355,,0.026,89.95,0.158,0,,0.183,130.6,10.41,322,4021,4.74,,0.52,0.543,13.9,Pinsonneault,,,1,
9773270,19 31 56.440,+46 30 23.65,171.0976,122.73548,1202,5.4,0.18,0.3,89.91,0.495,0,,0.031,173,3.36,349,5623,4.485,0.46,0.981,,,q1_q16_stellar,1.11111E+12,9,1,0.263
9773869,19 32 56.118,+46 35 53.70,132.8255554,15.65117193,441090,3.5,1.17516,0.1,89.89,0.129,0,,0.5,51.129,59.799,790.9,6141,4.422,0.12,1.096,,,q1_q16_stellar,111111111,0,1,-1
9773980,19 33 07.236,+46 33 36.32,133.9346,3.387931,83,1.69,0.01,0,90,0.045,0,,0.008,15,0.9,1217,,,,0.945,,,,,292,1,0.919
9775253,19 35 11.375,+46 33 42.44,133.61198,4.394566046,145806,3.187,4.8,0.954,85.81,0.042,0,,0.563,13.05,29.8,554.8,3696,4.771,0,0.484,,,q1_q16_stellar,1000000,22,1,-1
9775385,19 35 24.705,+46 35 26.91,159.6635,45.16998,289,4.16,0.1,0,90,0.296,0,,0.016,84,3.5,889,,,,2.04,,,,,10,1,0.383
9775475,19 35 34.680,+46 35 32.97,169.312883,78.42847979,94236,3.7604,3.34,0.904,89.7,0.359,0,,0.412,172.83,45,425.8,5780,4.438,0,1,,,Solar,1E+11,6,1,0
9775938,19 36 16.435,+46 34 45.59,147.8,33.65304,1142,4.1737,,0.59,89.38,0.181,0,,0.032,52,2.4,412,4821,4.62,,0.68,0.7,13.7,Pinsonneault,,,2,
9775938,19 36 16.435,+46 34 45.59,171.54397,13.197244,2110,3.4759,,0.39,89.38,0.097,0,,0.041,28,3.1,562,4821,4.62,,0.68,0.7,13.7,Pinsonneault,,,2,
9776186,19 36 37.207,+46 34 32.54,132.3642,1.489238,867,2.07,0.1,0.7,79,0.026,0,,0.029,4,3.2,1596,,,,1,,,,,340,1,0.757
9776794,19 37 27.634,+46 30 06.33,133.948,18.2225,3401,1.5,0.1,0,90,0.134,0,,0.05,96,6,618.7,,,,1.068,,,,,5,1,0.47
9776907,19 37 37.127,+46 33 56.59,385.4546,287.756815,2215,5.64,0.4,0.64,89.89,0.811,0,,0.045,322,3.84,215,4965,4.586,0.24,0.781,,,q1_q16_stellar,11101000111,3,1,0.447
9777087,19 37 52.800,+46 35 22.49,132.59,19.2302,3377,4.84,1.6,0.925,86.72,0.133,0,,0.067,16.2,4.11,455.3,,,,0.564,,,,,10,1,0.736
9777087,19 37 52.800,+46 35 22.49,134.325768,5.50811512,43675,3.5782,4.9,0.966,84.67,0.054,0,,0.31,10.399,20.99,777.8,5193,4.689,-0.76,0.621,,,q1_q16_stellar,1.1E+13,31,1,0.393
9777090,19 37 53.174,+46 35 21.23,134.3819146,5.50744772,384413,2,0.671519,0.1,89.82,0.054,0,,0.5,31.485,35.41,772.3,5048,4.653,-0.54,0.649,,,q1_q16_stellar,10000000000,0,1,-1
9777200,19 38 03.142,+46 30 02.73,132.0194,1.332612,43,1.4,0.71,1,30,0.024,0,,0.013,1.16,1.4,1656.2,,,,1,,,,,705,1,0.998
9777251,19 38 08.437,+46 30 22.14,132.0555,1.332557,126,3.6557,,0.52,77.92,0.024,0,,0.011,2.52,1.3,1677,5539,4.36,,1.13,1.06,,KIC,,,1,
9777256,19 38 08.687,+46 30 35.39,132.0925,1.332499,147,4.3796,,0.03,89.38,0.022,0,,0.011,2.39,0.99,1402,5156,4.484,,0.836,0.777,,J-K,,,1,
9777290,19 38 11.140,+46 30 28.33,132.08926,1.332517068,315.1,2.825,0.694,0.966,36.17,0.024,0,,0.021,1.196,2.446,1752,5926,4.381,-0.1,1.058,,,q1_q16_stellar,1111111111,631,1,0.726
9777556,19 38 34.285,+46 32 57.88,132.0617,1.332539,468,2.76,0.09,0.6,78,0.024,0,,0.021,3,2.3,1656.2,,,,1,,,,,137,1,0.729
9777724,19 38 48.120,+46 34 23.28,132.0366,1.332587,166,3.2,0.06,0.6,78,0.024,0,,0.012,3,1.2,1617.2,,,,0.866,,,,,579,1,0.253
9777757,19 38 51.101,+46 34 34.40,132.04992,1.332573542,42,3.457,0.0281,0.5,78.8,0.026,0,,0.006,2.57,1.498,2695,6613,3.87,-0.24,2.237,,,q1_q16_stellar,1.11111E+15,986,1,0.992
9780149,19 42 24.624,+46 31 03.24,132.1892,2.5162344,175.1,1.323,0.035,0.72,86.1,0.035,0,,0.013,10.4,1.85,1546,5780,4.178,-0.16,1.296,,,q1_q16_stellar,1E+15,14,1,0.514
9782691,19 45 59.663,+46 34 38.06,141.3184,50.69852,616,6.2417,,0.833,88.81,0.28,0,,0.026,37,2.96,541,6306,4.44,,1.06,1.139,0.3,Pinsonneault,,,2,
9782691,19 45 59.663,+46 34 38.06,174.5499,11.38857,429,3.8102,,0.827,86.52,0.104,0,,0.021,13.7,2.46,888,6306,4.44,,1.06,1.139,0.3,Pinsonneault,,,2,
9782748,19 46 05.149,+46 32 25.94,174.6626,147.387235,978.6,9.28,0.52,0.694,89.57,0.566,0,,0.031,92,3.36,356,6046,4.478,0.07,1.007,,,q1_q16_stellar,1.11011E+12,7,1,0.08
9783760,19 47 26.990,+46 32 43.76,205.265208,89.73965792,85879,3.2786,3,0.912,89.76,0.369,0,,0.396,220.93,32.41,364,5791,4.607,-0.62,0.75,,,q1_q16_stellar,1.11111E+15,12,1,0
9784222,19 47 57.246,+46 35 48.78,133.96182,1.1972985,476,1.3363,,0.32,87.09,0.023,0,,0.02,6.6,2.2,1864,6270,4.45,,1.04,1.13,0.3,Pinsonneault,,,1,
9784230,19 47 57.730,+46 35 56.40,131.5644961,0.798201884,150578,1.313,0.3466,0.01,89.9,0.017,0,,0.359,6.309,39.129,1964.7,5780,4.438,0,1,,,Solar,1011101,514,1,0.873
9785454,19 49 21.995,+46 32 36.10,237.698671,184.5201824,50530.6,15.3845,9.375,0.875,89.41,0.568,0,,0.273,84.783,23.142,275,5341,4.514,-0.44,0.776,,,q1_q16_stellar,1.11111E+15,8,1,0
9785921,19 49 55.415,+46 35 20.91,137.28719,26.7575531,526.1,5.92,0.25,0.71,88.42,0.181,0,,0.023,25.6,2.54,654,6197,4.449,-0.08,1.035,,,q1_q16_stellar,1.11011E+12,32,1,0.374
9786017,19 50 01.926,+46 31 17.64,132.6516147,2.2489992,57918.4,8.17397,2.60446,0.689,71.41,0.036,0,,0.237,2.161,59.417,2127,6025,3.8,-0.28,2.293,,,q1_q16_stellar,1.11111E+15,471,1,-1
9787239,19 51 22.178,+46 34 27.36,133.2785,0.742956,238,1.0739,,0.69,80.21,0.013,0,,0.015,4,0.86,1137,4061,4.74,,0.524,0.549,13.9,Pinsonneault,,,4,
9787239,19 51 22.178,+46 34 27.36,133.6121,2.896009,412,1.7798,,0.63,86.52,0.033,0,,0.019,10,1.11,714,4061,4.74,,0.524,0.549,13.9,Pinsonneault,,,4,
9787239,19 51 22.178,+46 34 27.36,155.2024,22.780806,1964,3.3628,,0.71,88.81,0.129,0,,0.043,40,2.49,361,4061,4.74,,0.524,0.549,13.9,Pinsonneault,,,4,
9787239,19 51 22.178,+46 34 27.36,170.6327,8.752167,1263,2.4118,,0.71,88.24,0.068,0,,0.035,21,1.99,497,4061,4.74,,0.524,0.549,13.9,Pinsonneault,,,4,
9787239,19 51 22.178,+46 34 27.36,171.4064,5.901269,1523,2.2573,,0.66,87.66,0.052,0,,0.038,16.1,2.15,569,4061,4.74,,0.524,0.549,13.9,Pinsonneault,,,4,
9790806,19 55 27.978,+46 30 08.06,131.76469,1.9315635,467,1.6181,,0.78,82.51,0.029,0,,0.022,6,2.64,1543,5654,4.29,,1.11,0.885,12.7,Pinsonneault,,,1,
9813499,18 49 27.239,+46 40 30.86,137.3297,5.032589,433,3.4395,,0.864,81.93,0.058,0,,0.022,6.2,2.22,1050,5963,4.51,,0.93,1.023,0.6,Pinsonneault,,,1,
9815053,18 53 35.581,+46 41 23.24,136.9011,5.838947,272,1.1893,,0.79,88.24,0.059,0,,0.017,26,1.4,831,5262,4.59,,0.76,0.82,4.8,Pinsonneault,,,1,
9818381,19 00 57.803,+46 40 05.70,132.415929,3.02409489,7832,2.8179,,0.199,88.81,0.044,0,,0.081,8.73,10.56,1402,6082,4.37,,1.201,1.242,0.69,SPC,,,1,
9818462,19 01 11.089,+46 36 12.38,156.192,25.94199,620,3.9625,,0.45,89.38,0.156,0,,0.023,46,1.93,504,5134,4.54,,0.77,0.758,14,Pinsonneault,,,1,
9820483,19 05 55.745,+46 41 32.82,170.42853,3.5840842,2678,2.8503,,0.66,85.37,0.045,0,,0.05,7.9,4.5,1077,5669,4.57,,0.83,0.94,0.4,Pinsonneault,,,1,
9821151,19 07 26.360,+46 37 31.84,132.31669,8.42926151,82.8,2.411,0.02,0,90,0.083,0,,0.008,26.9,1.099,1065,6348,4.311,-0.14,1.204,,,q1_q16_stellar,1.11111E+15,152,1,1
9821454,19 08 09.485,+46 38 24.46,137.748,11.86817,105,5.977,,0.839,84.22,0.106,0,,0.011,8.6,1.23,880,6314,4.45,,1.06,1.14,0.26,Pinsonneault,,,2,
9821454,19 08 09.485,+46 38 24.46,147.6982,17.98012,268,4.1249,,0.961,85.37,0.14,0,,0.019,11.3,2.22,766,6314,4.45,,1.06,1.14,0.26,Pinsonneault,,,2,
9822284,19 10 13.220,+46 40 56.06,132.3058,0.969773,11.2,1.41,0.014,0.82,75,0.019,0,,0.003,3.1,0.376,1841.3,,,,1,,,,,1008,1,0.995
9823457,19 12 50.867,+46 36 54.01,174.2181,36.92564,945,4.9031,,0.76,88.81,0.218,0,,0.031,40,3.1,535,5931,4.53,,0.91,1.015,0.4,Pinsonneault,,,2,
9823457,19 12 50.867,+46 36 54.01,174.5198,8.115313,841,2.9428,,0.76,87.09,0.079,0,,0.029,14.6,2.9,888,5931,4.53,,0.91,1.015,0.4,Pinsonneault,,,2,
9823487,19 12 56.799,+46 36 21.31,140.4833,16.00451,834,3.9316,,0.025,89.95,0.115,0,,0.026,31.9,2.03,569,5126,4.61,,0.73,0.782,6.2,Pinsonneault,,,1,
9823519,19 13 00.139,+46 40 46.60,133.0819,1.7667914,1145,1.3637,,0.27,88.24,0.023,0,,0.031,9.9,2.1,877,3831,4.55,,0.62,0.5,,KIC,,,2,
9823519,19 13 00.139,+46 40 46.60,134.2073,4.49685,2243,1.851,,0.33,88.81,0.042,0,,0.043,18.4,2.9,649,3831,4.55,,0.62,0.5,,KIC,,,2,
9823564,19 13 07.522,+46 38 16.47,244.8914,129.683661,291,7.8635,,0.316,89.95,0.503,0,,0.015,121.53,1.49,350,5919,4.53,,0.91,1.01,0.4,Pinsonneault,,,1,
9824805,19 15 58.220,+46 40 14.70,133.466,4.44446,180,3.0803,,0.6,85.94,0.055,0,,0.013,9,1.42,1181,6222,4.47,,1.02,1.11,0.3,Pinsonneault,,,1,
9824928,19 16 12.685,+46 40 33.35,131.6286,1.700009,133,3.07,0.28,0.93,57,0.024,0,,0.013,1.7,0.86,969,,,,0.585,,,,,576,1,0.544
9825174,19 16 46.912,+46 39 06.12,131.9093,0.7409258,228,1.1062,,0.62,81.36,0.015,0,,0.015,4.1,1.4,1906,5613,4.49,,0.89,0.89,6.6,Pinsonneault,,,1,
9825625,19 17 43.608,+46 37 03.11,175.7282,7.039078,521,4.17,,0.862,83.08,0.075,0,,0.024,7.19,2.8,1057,6330,4.44,,1.07,1.15,0.34,Pinsonneault,,,1,
9827149,19 20 42.283,+46 41 54.03,133.6585,2.131925,277,1.7266,,0.51,86.52,0.033,0,,0.015,8.33,1.5,1283,5599,4.55,,0.89,1.04,,KIC,,,1,
9827149,19 20 42.283,+46 41 54.03,356.515,5.97108,186,2.4008,,0.52,88.24,0.065,0,,0.013,16.6,1.23,914,5599,4.55,,0.89,1.04,,KIC,,,1,
9827596,19 21 26.741,+46 39 40.79,131.619,1.457239,54.8,2.51,0.02,0,87,0.026,0,,0.007,4,0.77,1733,,,,1.033,,,,,676,1,0.758
9828127,19 22 20.669,+46 38 33.68,147.79632,18.0540662,282.8,4.399,0.144,0.72,88.2,0.133,0,,0.017,22.6,1.54,624,5576,4.556,0.02,0.852,,,q1_q16_stellar,1.11111E+15,71,1,0.185
9832208,19 29 13.784,+46 37 35.90,214.516,88.0708,897,6.993,,0.024,89.95,0.358,0,,0.026,99,1.99,310,5070,4.66,,0.689,0.787,0.7,Pinsonneault,,,1,
9832379,19 29 33.164,+46 36 54.36,288.3738,189.958765,554.2,20.51,2.16,0.884,88.62,0.606,0,,0.025,36.7,2.064,260.4,5335,4.613,-0.26,0.742,,,q1_q16_stellar,1.11111E+15,7,1,0.293
9834040,19 32 34.673,+46 39 58.47,135.9607,6.773958,546,3.223,,0.946,81.36,0.072,0,,0.027,6.48,3,1028,6210,4.47,,1.01,1.1,0.3,Pinsonneault,,,1,
9834257,19 32 55.964,+46 36 00.54,132.815735,15.6512954,3405,6.095,3.0475,1,83.51,0.126,0,,0.097,8.853,14.84,966,6570,4.182,-0.42,1.4,,,q1_q16_stellar,1.11111E+15,83,1,0.997
9834719,19 33 42.327,+46 41 16.51,170.35778,1.62166844,7535,1.5116,,1.01,75.06,0.028,0,,0.153,3.9,16.3,1587,6095,4.49,,0.97,1.066,0.5,Pinsonneault,,,1,
9834731,19 33 43.389,+46 41 31.52,134.2078,3.089423,93,2.4274,,0.43,87.09,0.042,0,,0.009,9.1,0.9,1236,5976,4.52,,0.92,1.027,0.3,Pinsonneault,,,1,
9834731,19 33 43.389,+46 41 31.52,135.6475,7.292762,127,1.89,0.03,0.6,89,0.074,0,,0.011,24,1.09,929,,,,0.924,,,,,124,1,0.565
9836149,19 35 55.576,+46 41 15.91,134.4875,17.81563,840,3.4131,,0.78,88.24,0.135,0,,0.029,27,2.94,688,5969,4.52,,0.92,1.024,0.4,Pinsonneault,,,1,
9836563,19 36 29.971,+46 40 22.40,135.28945,4.72696483,26.4,3.796,0.081,0.868,79.6,0.055,0,,0.005,4.82,0.589,1167,6183,4.428,-0.34,1.002,,,q1_q16_stellar,1.11111E+15,279,1,0.943
9836959,19 37 06.548,+46 40 31.02,228.9499,105.0129,295,6.2533,,0.58,89.95,0.43,0,,0.016,107,1.88,404,5853,4.38,,1.05,0.96,7.3,SPC,,,1,
9837083,19 37 16.662,+46 37 10.55,131.599049,0.62339344,33546,1.24,0.67,0.876,74.54,0.014,0,,0.224,3.286,24.5,2133.5,,,,1,,,,,1102,1,0.991
9837544,19 37 56.733,+46 40 34.14,172.8890338,71.66326141,370037,3.5,1.17516,0.1,89.98,0.311,0,,0.5,234.107,44.959,364.7,5075,4.497,0.02,0.824,,,q1_q16_stellar,1.11111E+12,0,1,-1
9837659,19 38 06.731,+46 36 30.68,207.49345,121.6238738,169.1,2.729,0.035,0.3,89.96,0.622,0,,0.012,334,4.89,810,7523,3.637,0.48,3.701,,,q1_q16_stellar,1.11111E+15,11,1,0.961
9837661,19 38 06.863,+46 38 27.48,133.3733,2.226494,2358,1.7822,,0.69,84.8,0.028,0,,0.048,7.5,3.1,860,4210,4.65,,0.6,0.59,,KIC,,,3,
9837661,19 38 06.863,+46 38 27.48,134.6636,5.720856,1643,2.7756,,0.78,85.94,0.053,0,,0.041,10.4,2.7,625,4210,4.65,,0.6,0.59,,KIC,,,3,
9837661,19 38 06.863,+46 38 27.48,139.5404,11.128312,7689,2.8827,,0.77,88.24,0.082,0,,0.089,23.2,5.8,502,4210,4.65,,0.6,0.59,,KIC,,,3,
9837685,19 38 08.049,+46 37 05.78,135.5234,13.71206,752,2.3655,,0.51,89.38,0.111,0,,0.025,40,2.2,634,5345,4.62,,0.8,0.97,,KIC,,,1,
9837828,19 38 19.358,+46 36 38.13,132.18691,6.80900759,1203,1.667,1.2,0.981,85.32,0.066,0,,0.054,12,5,795,4992,4.483,0.24,0.854,,,q1_q16_stellar,10001000100,40,1,0.139
9838060,19 38 39.822,+46 39 57.07,141.84831,23.81579461,5455.8,3.8534,2.86,0.965,87.81,0.156,0,,0.104,25.27,9.16,558,5551,4.57,-0.16,0.809,,,q1_q16_stellar,1.10111E+11,39,1,0.434
9838414,19 39 14.319,+46 36 47.08,131.9400994,1.332694769,5959,3.5,0.223744,0.1,88.15,0.022,0,,0.068,3.092,5.607,1208.6,4611,4.551,0.28,0.76,,,q1_q16_stellar,1100,133,1,-1
9838468,19 39 19.446,+46 39 34.53,175.3981,54.40972,213,9.576,,0.83,88.24,0.281,0,,0.015,25,1.48,463,5885,4.53,,0.9,1,0.4,Pinsonneault,,,1,
9838582,19 39 30.308,+46 36 26.11,297.4194,233.667,2331,9.96,0.48,0.3,89.89,0.743,0,,0.044,177,4.84,295.9,5780,4.438,0,1,,,Solar,1001111,3,1,0.603
9838608,19 39 32.344,+46 38 47.73,132.0695,1.332507,84,3.2,0.03,0.5,81,0.024,0,,0.009,3,0.9,1687,,,,0.96,,,,,733,1,0.167
9838804,19 39 50.991,+46 40 34.64,132.0216,1.332597,206,2.7568,,0.31,84.8,0.023,0,,0.013,3.5,1.07,1349,5340,4.67,,0.75,0.96,,KIC,,,1,
9838949,19 40 05.200,+46 37 09.20,136.1928,4.880861,342,3.2908,,0.972,75.06,0.05,0,,0.024,3.8,1.8,780,4811,4.62,,0.68,0.693,13.9,Pinsonneault,,,1,
9838975,19 40 08.049,+46 36 00.54,143.83245,18.692859,59632,4.0867,,0.029,89.95,0.13,0,,0.217,46.97,17.4,552,5264,4.63,,0.74,0.835,0.9,Pinsonneault,,,1,
9839030,19 40 13.242,+46 40 11.10,153.567,27.287151,377.1,7.64,0.3,0.73,87.9,0.182,0,,0.019,19,2.36,691,6300,4.371,-0.1,1.126,,,q1_q16_stellar,1,3,1,0.658
9839821,19 41 22.251,+46 36 08.14,164.0479,34.85333,790,5.4063,,0.77,88.81,0.208,0,,0.028,34,2.71,530,5836,4.54,,0.88,0.987,0.4,Pinsonneault,,,1,
9842890,19 45 45.154,+46 36 55.30,358.2289,4.98824,607,7.7387,,0.643,80.79,0.058,0,,0.024,4,2.17,938,5583,4.6,,0.84,1.03,,KIC,,,1,
9842906,19 45 46.033,+46 37 00.16,358.2252,4.9887,343,8.3797,,0.763,76.2,0.059,0,,0.018,3.2,1.84,1073,6179,4.55,,0.91,1.09,,KIC,,,1,
9842937,19 45 47.761,+46 37 24.92,133.7441,4.988483,183,7.4369,,0.21,87.66,0.055,0,,0.012,5.1,1.28,1055,5699,4.42,,0.97,0.905,8.3,Pinsonneault,,,1,
9843517,19 46 36.614,+46 37 07.71,133.2521,11.9378307,262.4,5.17,0.22,0.79,85.9,0.095,0,,0.016,11.2,1.33,673,5465,4.605,-0.38,0.741,,,q1_q16_stellar,1.11111E+15,88,1,0.93
9844088,19 47 21.211,+46 37 35.04,171.15118,3.7508299,2435,1.9921,,0.5,87.66,0.046,0,,0.046,13.2,4.2,1068,5674,4.57,,0.84,0.943,0.5,Pinsonneault,,,1,
9845362,19 48 55.056,+46 36 59.05,231.4378,105.89656,1360,2.6,0.36,0.869,89.72,0.404,0,,0.04,178,3.37,323.2,5271,4.548,-0.2,0.781,,,q1_q16_stellar,1.11011E+12,6,1,0.427
9845898,19 49 30.022,+46 39 43.95,165.423,45.1257,324,6.8671,,0.3,89.38,0.264,0,,0.017,49,2.09,598,6495,4.4,,1.15,1.21,0.34,Pinsonneault,,,1,
9845909,19 49 30.593,+46 39 41.95,136.28728,11.5705785,247.4,3.22,0.18,0.85,86.8,0.096,0,,0.017,15.2,1.62,771,5718,4.479,-0.2,0.9,,,q1_q16_stellar,1.11011E+12,71,1,0.951
9845931,19 49 32.022,+46 41 01.97,181.6965,61.2252155,627.1,3.7,0.11,0.5,89.7,0.325,0,,0.024,113,2.95,527,6362,4.408,0.07,1.144,,,q1_q16_stellar,1.1111E+14,16,1,0.048
9846086,19 49 40.481,+46 38 39.34,198.59797,37.865195,7017,2.9623,,1.31,88.24,0.218,0,,0.41,49,39,513,5780,4.53,,0.88,0.964,1.6,Pinsonneault,,,1,
9846348,19 49 58.118,+46 41 40.27,179.95253,26.893084,2216,2.3163,,0.972,88.81,0.18,0,,0.064,38,6.8,629,6115,4.49,,0.98,1.075,0.3,Pinsonneault,,,1,
9847239,19 50 57.869,+46 39 37.76,132.792991,28.50787433,25480.7,3.1223,2.627,0.942,88.99,0.184,0,,0.216,53.66,22.33,613,6131,4.497,-0.24,0.945,,,q1_q16_stellar,1.11111E+15,38,1,0.532
9848760,19 52 37.200,+46 36 00.44,389.6789,444.46741,1499,7.154,2.82,0.958,89.73,1.069,0,,0.048,202.1,3.92,189.2,5134,4.609,-0.1,0.746,,,q1_q16_stellar,1.11111E+15,3,1,0.423
9849884,19 53 48.296,+46 37 15.10,131.63004,5.35742082,69.4,2.573,0.0413,0.706,86.47,0.062,0,,0.008,11.5,0.932,1110,6127,4.443,0,1.044,,,q1_q16_stellar,1.11111E+15,197,1,0.496
9850843,19 54 51.526,+46 39 02.30,135.8929,8.4802693,127.6,7.595,0.11,0.51,86.1,0.084,0,,0.011,7.4,1.21,957,6164,4.446,-0.02,1.045,,,q1_q16_stellar,1.11111E+15,124,1,0.697
9850893,19 54 55.217,+46 41 19.22,135.8044,8.48152,215,6.0311,,0.89,80.21,0.075,0,,0.016,5.3,1.4,771,5264,4.5,,0.83,0.79,13.8,Pinsonneault,,,1,
9850957,19 54 59.656,+46 40 49.69,135.8636,8.480238,162,6.4612,,0.03,89.95,0.087,0,,0.011,10.2,1.53,1091,6561,4.34,,1.24,1.22,1.28,Pinsonneault,,,1,
9850966,19 55 00.293,+46 38 10.54,135.84773,8.4804244,386.4,5.447,0.56,0.898,81.08,0.074,0,,0.022,5.79,1.677,665.1,4898,4.622,-0.16,0.701,,,q1_q16_stellar,1.11111E+15,123,1,0.437
