Kepler ID,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination
3355104,19 38 31.450,+38 24 16.38,171.95023,47.0627217,2086,1.939,1.21,0.972,89.3,0.254,0,,0.063,80,6.2,484,5838,4.529,-0.08,0.897,,,q1_q16_stellar,1.11101E+14,24,1,0.811
3356156,19 39 27.393,+38 28 48.66,241.5818,624.90439,269.4,12.48,0.37,0.69,89.86,1.65,0,,0.016,287,3.03,320,7089,4.148,0.08,1.729,,,q1_q16_stellar,1.1111E+15,3,1,0.59
3425363,19 02 07.031,+38 32 53.31,153.58602,25.5338535,422.2,1.544,0.03,0.3,89.9,0.145,0,,0.018,125,1.27,409.9,4445,4.63,-0.26,0.635,,,q1_q16_stellar,1.11111E+15,52,1,0.132
3425851,19 02 54.910,+38 30 25.10,175.9281,110.37908,496,12.2494,,0.014,89.95,0.406,0,,0.02,70.2,1.73,295,4808,4.512,,0.786,0.733,,J-K,,,1,
3426367,19 03 42.935,+38 31 15.53,133.3174,2.104316,275,1.1391,,0.88,83.08,0.025,0,,0.018,7.3,0.96,716,3696,4.76,,0.482,0.491,13.8,Pinsonneault,,,1,
3428127,19 06 21.782,+38 33 29.88,300.2171,339.197903,879,4.92,0.24,0.67,89.91,0.905,0,,0.029,413,3.03,252.7,5544,4.402,-0.08,0.966,,,q1_q16_stellar,1.11111E+12,3,1,0.445
3428359,19 06 43.806,+38 32 55.75,151.02433,77.6696781,146.3,3.01,0.08,0.73,89.69,0.391,0,,0.012,137,3.19,683,6188,3.782,-0.18,2.442,,,q1_q16_stellar,1.11111E+15,15,1,0.426
3428468,19 06 53.606,+38 35 44.38,199.4508,114.9086117,226678,7.76518,4.28,0.705,89.74,0.416,0,,0.532,153.78,42.77,259,4412,4.565,0.44,0.737,,,q1_q16_stellar,1.11111E+15,12,1,0
3433668,19 14 11.792,+38 33 54.83,143.69678,15.0218632,105.7,4.588,0.133,0.806,86.97,0.107,0,,0.01,15.2,0.909,678,5619,4.49,-0.7,0.796,,,q1_q16_stellar,1.11111E+15,86,1,0.285
3437776,19 19 11.777,+38 33 18.22,131.7266,10.297721,585,3.9623,,0.03,89.95,0.09,0,,0.02,18,2.2,841,5760,4.42,,0.98,0.92,7.5,Pinsonneault,,,1,
3437776,19 19 11.777,+38 33 18.22,133.41778,0.63558575,442,2.7805,,0.024,89.38,0.014,0,,0.019,1.72,2.1,2131,5760,4.42,,0.98,0.92,7.5,Pinsonneault,,,1,
3438507,19 20 00.095,+38 32 23.60,136.3292,8.39811,302,6.2242,,0.804,83.08,0.084,0,,0.018,6.5,2.03,990,6317,4.44,,1.06,1.14,0.26,Pinsonneault,,,1,
3438975,19 20 28.843,+38 30 34.24,171.66,2.9760145,119,4.0275,,0.019,89.95,0.041,0,,0.01,5.85,1.57,1577,5984,4.13,,1.46,1.05,7,Pinsonneault,,,1,
3438976,19 20 28.850,+38 32 05.36,132.952,2.976162,51.2,4.6,0.03,0,88,0.042,0,,0.007,5,0.8,1408,,,,1.101,,,,,331,1,0.187
3439031,19 20 31.846,+38 30 49.25,132.9754018,2.975990534,284883,3.5,1.17516,0.1,89.41,0.042,0,,0.5,9.722,77.805,1697.9,6582,4.168,-0.42,1.426,,,q1_q16_stellar,1.11111E+15,446,1,-1
3439096,19 20 35.713,+38 30 47.80,132.96578,2.976078228,229,3.3315,0.045,0,90,0.051,0,,0.014,6.9,11.46,2800,5140,2.955,-0.32,7.746,,,q1_q16_stellar,1.11111E+15,392,1,0.997
3440118,19 21 45.762,+38 31 24.82,131.714036,19.57783486,428.5,1.9146,0.0374,0.21,89.84,0.137,0,,0.019,77.8,2.432,755,5839,4.247,-0.28,1.173,,,q1_q16_stellar,1.11111E+15,71,1,0.023
3440861,19 22 40.034,+38 34 05.98,134.683,3.50376,63,3.164,,0.56,85.37,0.041,0,,0.007,7.1,0.62,974,5115,4.55,,0.76,0.754,13.6,Pinsonneault,,,1,
3440978,19 22 48.721,+38 34 01.32,161.0891,38.10325,871,3.0297,,0.3,89.95,0.205,0,,0.027,94,2.4,471,5285,4.49,,0.84,0.791,13.6,Pinsonneault,,,1,
3441784,19 23 46.648,+38 32 19.92,184.9703,52.56909,26336,6.8486,,1.29,88.24,0.337,0,,0.5,45,89,757,7822,4.282,,1.624,1.843,,J-K,,,1,
3441795,19 23 47.629,+38 33 57.28,268.28241,349.735342,1074,2.77,0.18,0.7,89.94,0.932,0,,0.032,708,2.8,216.5,5310,4.582,0,0.796,,,q1_q16_stellar,1.11111E+15,4,1,0.061
3442054,19 24 04.512,+38 34 11.49,147.2068806,117.6813717,46043.1,12.7627,2.5656,0.439,89.68,0.478,0,,0.202,78.836,25.391,440,6428,4.337,-0.28,1.151,,,q1_q16_stellar,1.11111E+15,12,1,0.02
3442055,19 24 04.570,+38 32 44.05,133.6759,29.61981,328,5.2678,,0.902,87.66,0.185,0,,0.02,20.5,2.27,616,5870,4.38,,1.05,0.959,6.9,Pinsonneault,,,1,
3443790,19 25 54.309,+38 30 02.09,133.8622,1.6657848,1927,1.5198,,1,69.33,0.029,0,,0.08,2.8,10.1,1754,6276,4.35,,1.16,1.11,2.67,Pinsonneault,,,1,
3444098,19 26 13.938,+38 32 46.39,131.59213,0.72352242,384.1,1.235,0.045,0.7,77.8,0.02,0,,0.019,3.31,6.04,4700,8855,3.818,-0.32,2.858,,,q1_q16_stellar,1.1E+14,237,1,0.86
3444588,19 26 46.194,+38 34 22.44,133.8056,0.9282974,440,1.2516,,0.49,84.22,0.016,0,,0.019,5.1,1.17,1118,4317,4.74,,0.552,0.611,3.5,Pinsonneault,,,1,
3445812,19 27 56.089,+38 35 43.47,132.0267,0.605556,84,1.04,0.01,0,90,0.014,0,,0.008,5,0.9,2264,,,,0.999,,,,,1609,1,1
3446451,19 28 32.988,+38 35 57.91,131.91048,0.64234826,258,1.4482,,0.62,77.35,0.016,0,,0.015,2.8,2.7,3099,7082,4.2,,1.57,1.42,1.41,Pinsonneault,,,1,
3446746,19 28 51.621,+38 32 54.93,174.8458,13.14494,288,4.1767,,0.946,84.22,0.105,0,,0.02,9.2,2.06,749,5639,4.43,,0.95,0.886,9.2,Pinsonneault,,,1,
3447722,19 29 55.129,+38 30 53.71,132.1095,1.008617,110,0.9083,,0.933,74.48,0.021,0,,0.012,3.4,1.45,2108,6495,4.41,,1.14,1.198,0.31,Pinsonneault,,,3,
3447722,19 29 55.129,+38 30 53.71,139.4956,16.08821,627,5.7517,,0.04,89.95,0.133,0,,0.023,22,2.84,838,6495,4.41,,1.14,1.198,0.31,Pinsonneault,,,3,
3447722,19 29 55.129,+38 30 53.71,142.7278,10.30109,277,4.9257,,0.01,89.95,0.098,0,,0.015,16.2,1.89,976,6495,4.41,,1.14,1.198,0.31,Pinsonneault,,,3,
3447722,19 29 55.129,+38 30 53.71,145.039,35.6756,542,5.7744,,0.65,88.81,0.225,0,,0.022,37,2.8,644,6495,4.41,,1.14,1.198,0.31,Pinsonneault,,,3,
3448130,19 30 21.072,+38 31 19.31,144.0697,78.5459,697,8.8933,,0.63,89.38,0.363,0,,0.025,54,2.6,426,6005,4.51,,0.94,1.037,0.5,Pinsonneault,,,1,
3449540,19 31 44.868,+38 35 35.06,132.5020234,1.605986714,282981,2,0.671519,0.1,89.38,0.027,0,,0.5,9.181,51.342,1676.1,6420,4.492,-0.56,0.941,,,q1_q16_stellar,1.11111E+15,821,1,-1
3449870,19 32 01.824,+38 30 13.21,136.97467,61.4374961,324.8,3.712,0.081,0.5,89.74,0.411,0,,0.017,112,15.5,1020,5080,2.967,0.07,8.527,,,q1_q16_stellar,1.11011E+15,17,1,0.278
3450040,19 32 12.978,+38 32 30.44,131.64588,1.166950151,98.3,1.639,0.015,0.1,89,0.022,0,,0.009,5.5,0.88,1675,5912,4.532,-0.18,0.889,,,q1_q16_stellar,1.11111E+15,1128,1,0.802
3453214,19 35 15.886,+38 33 48.84,181.88121,19.620342,20750,1.9819,,0.44,89.95,0.141,0,,0.134,79,12.8,637,5803,4.55,,0.87,0.98,0.4,Pinsonneault,,,1,
3458028,19 39 50.142,+38 35 29.66,134.0707,1.4425953,170,3.0956,,0.673,76.2,0.03,0,,0.013,2.81,3.1,2745,7222,3.96,,2.23,1.65,1.46,Pinsonneault,,,1,
3459199,19 40 48.691,+38 31 10.38,132.3494439,1.570496817,1740.2,2.5838,1.1674,0.962,61.23,0.036,0,,0.053,1.998,90.055,4663,5102,2.462,-0.5,15.458,,,q1_q16_stellar,1.1111E+15,666,1,0
3459529,19 41 05.889,+38 33 53.21,299.7299,231.367704,1897,3.31,0.31,0.76,89.89,0.631,0,,0.044,383,2.88,202.4,4691,4.673,-0.56,0.604,,,q1_q16_stellar,1.1111E+15,4,1,0.033
3526331,19 01 15.908,+38 41 11.83,133.0499,2.237585,194,2.35,2,0.992,56,0.034,0,,0.021,1.8,2.2,1402,,,,0.945,,,,,420,1,0.767
3529290,19 06 02.446,+38 37 05.91,132.82635,8.95420126,81.1,4.691,0.051,0.48,87.8,0.082,0,,0.008,12.9,0.877,923,6168,4.452,-0.5,0.947,,,q1_q16_stellar,1.11111E+15,141,2,0.177
3529290,19 06 02.446,+38 37 05.91,143.55241,13.728066,101.4,5.31,0.066,0.5,88.4,0.109,0,,0.01,17.3,0.983,801,6168,4.452,-0.5,0.947,,,q1_q16_stellar,1.11111E+15,96,2,0.963
3531558,19 09 27.070,+38 38 58.56,138.68,24.99334,275,5.9672,,0.762,88.24,0.167,0,,0.017,21.6,1.69,616,5906,4.5,,0.93,0.994,2.1,Pinsonneault,,,1,
3532510,19 10 53.708,+38 37 27.22,146.11801,106.778468,187.7,1.893,0.024,0.1,89.99,0.483,0,,0.013,434,2.08,555,7158,4.21,-0.34,1.494,,,q1_q16_stellar,1.11111E+15,13,1,0.814
3533469,19 12 25.459,+38 39 32.62,133.645,10.21517,212,3.3082,,0.26,89.38,0.092,0,,0.013,23.1,1.5,786,5287,4.4,,1.04,1.01,,KIC,,,1,
3534076,19 13 15.447,+38 41 35.85,378.1406,272.07,5378,3.9556,,0.924,89.95,0.8,0,,0.085,299,7.6,249,5584,4.58,,0.81,0.922,0.4,Pinsonneault,,,1,
3534118,19 13 18.684,+38 37 39.44,217.672,178.4497,217,12.9,0.2,0,90,0.627,0,,0.013,107,1.4,322,,,,0.93,,,,,6,1,1
3534118,19 13 18.684,+38 37 39.44,218.225247,178.4129635,37755,2.9353,2.051,0.909,89.87,0.592,0,,0.248,396.97,21.51,303.2,5934,4.577,-0.56,0.794,,,q1_q16_stellar,1.11111E+15,8,1,0
3539231,19 19 37.002,+38 39 04.94,183.1078,91.95256,293.6,13.91,0.37,0.63,89.1,0.377,0,,0.017,40,1.83,429.1,5918,4.349,-0.46,1.018,,,q1_q16_stellar,1.11111E+15,13,1,0.075
3540873,19 21 25.151,+38 40 21.11,334.6305,444.05422,455.8,11.01,0.31,0.55,89.88,1.06,0,,0.02,265,1.6,210.9,5776,4.622,-0.72,0.726,,,q1_q16_stellar,1.11111E+15,3,1,0.483
3541800,19 22 29.121,+38 41 43.80,169.6541,4.662295,395,2.6291,,0.02,89.95,0.056,0,,0.018,13.8,2,1158,6190,4.47,,1.01,1.097,0.3,Pinsonneault,,,1,
3541946,19 22 41.550,+38 41 27.64,133.10852,1.3118451,247,1.7281,,0.38,85.94,0.023,0,,0.015,5.5,1.35,1535,5725,4.56,,0.85,0.958,0.4,Pinsonneault,,,3,
3541946,19 22 41.550,+38 41 27.64,169.547,49.56681,756,3.7487,,0.826,89.38,0.26,0,,0.028,62,2.63,457,5725,4.56,,0.85,0.958,0.4,Pinsonneault,,,3,
3541946,19 22 41.550,+38 41 27.64,182.4451,17.789742,788,4.4583,,0.05,89.95,0.131,0,,0.026,31.2,2.37,643,5725,4.56,,0.85,0.958,0.4,Pinsonneault,,,3,
3542117,19 22 52.947,+38 41 51.28,143.11038,12.57516981,831.6,3.35,0.09,0.2,89.6,0.078,0,,0.026,29,1.12,349.3,3552,4.866,-0.1,0.39,,,q1_q16_stellar,1.11111E+12,90,1,0.763
3542222,19 22 59.802,+38 39 32.80,131.87354,0.5044472,245,0.93,0.05,0.83,70,0.013,0,,0.016,2.4,1.8,2416,,,,1.015,,,,,1934,1,1
3542574,19 23 26.235,+38 38 11.73,133.7416618,3.471426725,292606,3,1.00728,0.1,89.57,0.045,0,,0.5,13.23,54.561,1203.7,5780,4.438,0,1,,,Solar,1111111,0,1,-1
3542588,19 23 26.741,+38 38 28.06,133.7443,3.471412,114,3.7219,,0.03,89.95,0.047,0,,0.009,7.16,1.1,1331,6322,4.44,,1.07,1.14,0.45,Pinsonneault,,,1,
3542928,19 23 50.749,+38 40 24.38,545.20503,484.195348,552.9,4.68,0.11,0.4,89.97,1.256,0,,0.022,755,2.45,235.1,5858,4.456,0.32,1.04,,,q1_q16_stellar,1.11111E+15,3,1,0.666
3544595,19 25 40.393,+38 40 20.49,134.92507,4.7267482,270,2.934,,0.632,86.52,0.053,0,,0.016,9.82,1.5,1000,5593,4.51,,0.871,0.887,6.1,SME,,,1,
3544640,19 25 43.542,+38 39 15.80,143.14318,30.8278215,780.7,4.36,0.25,0.73,88.92,0.195,0,,0.028,38.9,2.9,585,5982,4.493,-0.04,0.96,,,q1_q16_stellar,1.11111E+12,37,1,0.128
3544689,19 25 46.816,+38 38 13.96,134.65798,1.9228609,2517,2.6941,,0.99,56.72,0.03,0,,0.088,1.81,8.1,1334,5697,4.56,,0.84,0.953,0.4,Pinsonneault,,,1,
3544694,19 25 47.102,+38 38 23.20,132.7133264,1.922899793,71989,3.6193,1.4948,0.757,79.56,0.031,0,,0.278,4.177,39.819,1837,6400,4.234,-0.24,1.314,,,q1_q16_stellar,1111111,312,1,-1
3545135,19 26 17.813,+38 39 21.42,132.9684,8.482949,75,2.4883,,0.65,88.24,0.082,0,,0.008,20.2,0.89,914,5995,4.46,,0.98,1.017,2.5,Pinsonneault,,,1,
3545478,19 26 39.404,+38 37 09.32,207.71387,75.112019,3786,4.9528,,0.849,89.38,0.379,0,,0.064,74.4,10.6,548,6207,4.18,,1.52,1.29,2.6,SME,,,1,
3545583,19 26 45.850,+38 36 53.96,273.668,407.542,660,12.2,0.3,0,90,1.116,0,,0.024,260,2.9,276,,,,1.108,,,,,3,1,0.762
3545749,19 26 54.287,+38 41 11.76,351.793,277.79978,1505,8.25,1.65,0.907,89.61,0.743,0,,0.044,132.9,3.48,216.5,4949,4.561,-0.22,0.73,,,q1_q16_stellar,1.11111E+12,3,1,0.02
3546060,19 27 13.923,+38 37 21.72,134.5246,9.69323,1092,2.6561,,0.54,88.81,0.082,0,,0.031,25,2.4,609,4660,4.61,,0.72,0.78,,KIC,,,1,
3546821,19 28 01.780,+38 37 02.38,133.51169,561.081052,244.1,3.27,0.16,0.83,89.94,1.358,0,,0.016,776,2.21,255.4,6014,4.264,0,1.258,,,q1_q16_stellar,1.11111E+15,3,1,0.463
3547091,19 28 18.838,+38 37 53.33,180.68055,3.3055785,19199,2.0685,,1.02,81.36,0.042,0,,0.246,6.7,22,1091,5605,4.58,,0.82,0.925,0.4,Pinsonneault,,,1,
3547315,19 28 32.959,+38 36 08.45,131.9101375,0.642348648,36595,1.76177,0.4862,0.7,74.85,0.014,0,,0.19,2.679,16.361,1830,5441,4.553,-0.26,0.791,,,q1_q16_stellar,111111111,1172,1,-1
3547760,19 29 00.681,+38 36 32.36,136.80199,9.84806357,164,3.098,0.073,0.69,87.8,0.081,0,,0.013,17.9,1.02,711,5289,4.546,-0.44,0.748,,,q1_q16_stellar,1.11111E+15,133,1,0.797
3548044,19 29 18.347,+38 39 27.29,161.7318,34.76359,316,4.1338,,0.77,88.81,0.212,0,,0.018,43,1.84,563,6037,4.51,,0.95,1.049,0.3,Pinsonneault,,,2,
3548044,19 29 18.347,+38 39 27.29,163.55589,67.9688072,332,8.108,0.301,0.73,89.08,0.326,0,,0.018,45.4,1.812,448,6038,4.508,-0.22,0.922,,,q1_q16_stellar,1.11111E+15,21,2,0.076
3548639,19 29 54.932,+38 39 28.52,136.95865,13.84525,104.5,2.463,0.041,0.64,88.91,0.122,0,,0.01,33.6,1.443,1002,6877,4.293,-0.22,1.334,,,q1_q16_stellar,1.11111E+15,97,1,0.045
3548645,19 29 55.415,+38 39 14.84,244.9526,211.330867,413.1,11.65,0.21,0,90,0.695,0,,0.018,140,1.84,300.2,5941,4.519,-0.14,0.911,,,q1_q16_stellar,1.11111E+12,6,1,0.349
3550372,19 31 37.852,+38 40 59.12,131.6568,0.681151,84,1.7,0.02,0,85,0.014,0,,0.008,3,0.7,1709,,,,0.781,,,,,1436,1,0.995
3550434,19 31 41.279,+38 40 13.05,132.070186,1.191058912,1331.2,1.0475,0.193,0.903,78.43,0.019,0,,0.041,4.5,3.102,1349,5089,4.58,-0.52,0.693,,,q1_q16_stellar,1.11111E+15,1102,1,0
3553900,19 35 05.874,+38 39 15.77,142.34472,12.5747439,328,2.984,0.049,0.1,90,0.099,0,,0.017,33,1.37,688,5627,4.591,-0.42,0.763,,,q1_q16_stellar,1.1111E+15,80,1,0.156
3554031,19 35 13.059,+38 38 20.87,352.9954,4.176366,369,2.2281,,0.36,88.24,0.044,0,,0.017,13.6,1.15,714,4350,4.68,,0.61,0.64,,KIC,,,3,
3554031,19 35 13.059,+38 38 20.87,354.564,14.86297,562,2.9638,,0.6,88.81,0.102,0,,0.022,32,1.49,469,4350,4.68,,0.61,0.64,,KIC,,,3,
3554031,19 35 13.059,+38 38 20.87,363.061,8.70778,948,2.4553,,0.62,88.24,0.072,0,,0.029,22.3,1.9,558,4350,4.68,,0.61,0.64,,KIC,,,3,
3554600,19 35 45.879,+38 36 03.96,171.7857,7.544283,360,5.1909,,0.2,88.81,0.074,0,,0.017,11.1,1.54,834,5648,4.57,,0.83,0.936,0.4,Pinsonneault,,,1,
3554819,19 35 59.627,+38 37 02.78,144.44865,43.2279308,124.3,1.388,0.077,0.89,89.55,0.247,0,,0.012,114,1.27,516,5926,4.501,0.07,0.963,,,q1_q16_stellar,1.1111E+15,25,1,0.668
3555178,19 36 19.658,+38 37 51.09,155.1469,528.10478,115.4,17.19,0.33,0.68,89.78,1.227,0,,0.01,176,0.924,201.5,5618,4.566,-0.22,0.811,,,q1_q16_stellar,1.1111E+15,3,1,0.288
3556220,19 37 24.119,+38 36 07.67,133.0866,0.7967132,136,2.7055,,0.024,89.38,0.017,0,,0.01,2.358,1.16,2145,6238,4.46,,1.03,1.12,0.3,Pinsonneault,,,1,
3556229,19 37 24.470,+38 36 16.93,132.20292,0.7967915,16480,2.56,0.3,0.31,83,0.017,0,,0.118,2.55,12.88,1965.9,,,,1,,,,,210,1,-1
3557341,19 38 28.542,+38 36 42.80,178.58621,0.3937276,874,2.12,,1.258,18.91,0.01,0,,0.288,1.33,26.1,2263,5639,4.57,,0.83,0.934,0.5,Pinsonneault,,,1,
3557493,19 38 36.292,+38 38 11.25,133.30988,0.3937265,480,2.2231,,1.223,16.04,0.011,0,,0.245,1.27,27.9,2697,6274,4.45,,1.04,1.128,0.27,Pinsonneault,,,1,
3557560,19 38 41.104,+38 41 56.30,138.77613,7.4298089,208.4,3.607,0.052,0.3,88.9,0.07,0,,0.013,15,1.11,821,5622,4.588,-0.4,0.768,,,q1_q16_stellar,1.1111E+15,138,1,0.975
3558849,19 39 47.959,+38 36 18.68,144.5182,160.855246,470.5,12.47,6.237,0.999,87.93,0.57,0,,0.038,27.7,4.1,356.2,6175,4.44,-0.42,0.974,,,q1_q16_stellar,1.1111E+15,7,1,0.971
3558981,19 39 54.588,+38 40 42.07,168.0107,2.98786187,42866,2.618,,0.62,85.94,0.037,0,,0.2,9.17,17.51,1010,4917,4.503,,0.802,0.748,,J-K,,,1,
3559860,19 40 40.129,+38 38 13.49,161.016,33.0254795,569.7,7.35,1.69,0.951,85.91,0.195,0,,0.028,13.34,2.499,533,5853,4.555,-0.36,0.83,,,q1_q16_stellar,1.11101E+14,30,1,0.077
3559935,19 40 43.901,+38 39 15.22,194.7051,29.9115,885,6.4073,,0.68,88.81,0.177,0,,0.029,27.6,3,555,5447,4.4,,0.95,0.83,14,Pinsonneault,,,1,
3560301,19 41 04.036,+38 36 40.46,261.3306,4.649606,88,13.3147,,0.46,79.64,0.063,0,,0.009,2.5,2,1737,6962,4.01,,2.02,1.52,1.8,Pinsonneault,,,1,
3561464,19 41 59.546,+38 38 40.20,131.59826,4.32707893,96.9,3.909,0.073,0.7,83.4,0.053,0,,0.01,6.1,1.008,1212,6444,4.492,-0.5,0.956,,,q1_q16_stellar,1.1111E+15,219,3,0.25
3561464,19 41 59.546,+38 38 40.20,137.23338,7.31939992,164.4,4.683,0.055,0.1,90,0.075,0,,0.012,12,1.234,1017,6444,4.492,-0.5,0.956,,,q1_q16_stellar,1.1111E+15,139,3,0.939
3561464,19 41 59.546,+38 38 40.20,144.96189,35.7992679,441.5,8.498,0.436,0.781,87.89,0.215,0,,0.021,21.19,2.202,599,6444,4.492,-0.5,0.956,,,q1_q16_stellar,1.1111E+15,32,3,0.293
3629330,19 04 31.384,+38 46 46.66,182.3488,85.274625,862.9,12.27,3.48,0.954,87.43,0.368,0,,0.034,21.23,3.936,443.1,5922,4.349,-0.28,1.057,,,q1_q16_stellar,1.11001E+15,12,1,0.477
3629967,19 05 36.555,+38 44 18.75,155.125,85.6539,443,6.9469,,0.47,89.95,0.388,0,,0.02,85,2.07,423,6078,4.5,,0.96,1.06,0.4,Pinsonneault,,,1,
3632089,19 08 56.565,+38 45 14.98,133.54533,5.32791928,84.8,4.623,0.52,0.956,70.7,0.055,0,,0.011,2.89,1.094,1024,5638,4.391,-0.42,0.928,,,q1_q16_stellar,1.11111E+15,237,2,0.753
3632089,19 08 56.565,+38 45 14.98,136.76775,31.7786904,266.6,8.477,0.653,0.888,86.41,0.18,0,,0.018,14.21,1.777,564,5638,4.391,-0.42,0.928,,,q1_q16_stellar,1.11111E+15,40,2,0.983
3632330,19 09 18.940,+38 42 28.09,147.19505,63.1237976,476.7,1.87,0.07,0.7,89.79,0.281,0,,0.021,192,1.83,372,5060,4.523,-0.12,0.783,,,q1_q16_stellar,1.11111E+15,21,1,0.455
3632418,19 09 26.836,+38 42 50.46,260.8369,2.785819,72,3.4109,,0.181,88.24,0.043,0,,0.008,6.21,1.72,1863,6131,3.95,,2.04,1.36,3.35,SME,,,1,
3640905,19 20 25.723,+38 42 08.02,138.5145,30.16012,200,7.7575,,0.825,87.09,0.195,0,,0.015,17.6,2.94,693,5128,3.94,,1.83,1.079,9.5,SPC,,,2,
3640905,19 20 25.723,+38 42 08.02,152.342,51.0802,128,11.4292,,0.699,88.24,0.276,0,,0.011,25,2.21,583,5128,3.94,,1.83,1.079,9.5,SPC,,,2,
3641216,19 20 45.806,+38 46 46.31,376.8056,358.54456,120,11.46,0.19,0.61,89.82,1.016,0,,0.011,192,1.18,280,6297,4.448,-0.2,1.031,,,q1_q16_stellar,1.11111E+15,4,1,0.04
3641726,19 21 20.068,+38 43 41.63,177.2039,9.029305,1015,3.1352,,0.47,88.81,0.079,0,,0.029,20.1,2.6,756,5331,4.52,,0.82,0.814,9.7,Pinsonneault,,,1,
3642289,19 21 58.828,+38 47 43.72,141.3742,11.44883,88,5.1592,,0.44,88.24,0.104,0,,0.009,15.4,1.16,952,6337,4.33,,1.21,1.14,2.62,Pinsonneault,,,2,
3642289,19 21 58.828,+38 47 43.72,171.7134,6.002551,193,3.9413,,0.538,87.09,0.068,0,,0.013,10,1.73,1177,6337,4.33,,1.21,1.14,2.62,Pinsonneault,,,2,
3642335,19 22 02.446,+38 44 36.75,179.238,60.8713,703,4.5711,,0.46,89.95,0.25,0,,0.024,93.3,1.41,264,4110,4.73,,0.532,0.558,13.9,Pinsonneault,,,1,
3642741,19 22 32.761,+38 42 27.60,138.34349,7.2584656,3646,5.7276,,0.126,89.38,0.07,0,,0.054,10.15,5.1,857,5545,4.51,,0.86,0.877,6.3,Pinsonneault,,,1,
3644071,19 24 07.720,+38 42 14.08,176.1111,2015.63529,7140,25.042,,1.336,89.95,2.969,0,,0.429,312.5,48,145,5575,4.34,,1.03,0.857,13.6,Pinsonneault,,,1,
3644071,19 24 07.720,+38 42 14.08,295.86149,358.990849,5375.4,31.012,10.85,0.914,88.98,0.951,0,,0.082,51.259,9.41,259.8,5609,4.346,-0.04,1.048,,,q1_q16_stellar,1.11111E+15,3,1,-1
3644399,19 24 30.981,+38 44 25.90,176.1521,119.671706,396.9,21.09,0.66,0.64,88.95,0.489,0,,0.019,34.5,2.174,409,6363,4.444,-0.26,1.035,,,q1_q16_stellar,1.11111E+15,11,1,0.496
3644505,19 24 38.708,+38 42 38.17,176.039,119.6971,156,7.5,0.1,0,90,0.47,0,,0.011,124,1.4,403,,,,1.129,,,,,9,1,0.62
3644523,19 24 40.020,+38 46 48.68,415.464,119.68,4567,14.467,,1.21,81.36,0.482,0,,0.3,7.9,26,330,5819,4.65,,0.8,1.04,,KIC,,,1,
3644542,19 24 40.942,+38 45 54.75,176.1107314,119.6795952,296307,15,2.03143,0.1,89.92,0.604,0,,0.155,70.139,55.009,846.9,8275,3.726,-0.08,3.251,,,q1_q16_stellar,1.11111E+15,0,1,-1
3644601,19 24 45.278,+38 45 04.53,176.0612,119.685641,741.9,16.69,0.41,0.1,89.9,0.453,0,,0.025,56,2.296,345,5714,4.517,-0.3,0.849,,,q1_q16_stellar,1.11111E+15,8,2,0.954
3644601,19 24 45.278,+38 45 04.53,295.8105,359.02482,2372.5,29.47,37,0.99,88.57,0.942,0,,0.077,39.63,7.17,239.3,5714,4.517,-0.3,0.849,,,q1_q16_stellar,1.11111E+15,4,2,0.667
3644602,19 24 45.425,+38 43 52.17,415.4993,359.03972,674.1,16.12,0.53,0.53,89.8,0.984,0,,0.025,150,2.505,268.6,6256,4.493,-0.44,0.932,,,q1_q16_stellar,1.11111E+15,4,1,0.567
3644649,19 24 47.930,+38 42 40.79,295.9267,598.3332,316.7,16.08,0.28,0.3,89.94,1.295,0,,0.016,276,1.29,173.4,5216,4.613,-0.22,0.735,,,q1_q16_stellar,1.11111E+15,3,1,0.427
3644653,19 24 48.193,+38 44 52.26,176.117,119.6817,768,5.6664,,1.21,82.51,0.468,0,,0.23,9.5,22,338,5705,4.56,,0.85,0.952,0.5,Pinsonneault,,,1,
3645438,19 25 35.852,+38 47 15.90,137.86303,7.29809774,461.1,3.144,0.23,0.842,85.3,0.072,0,,0.023,10.3,2.04,794,5303,4.571,0.18,0.828,,,q1_q16_stellar,1.11111E+12,151,1,0.066
3646449,19 26 38.174,+38 42 43.77,183.3136,65.752027,418.8,6.73,0.13,0.3,89.8,0.317,0,,0.019,74,1.88,456,6088,4.511,-0.3,0.913,,,q1_q16_stellar,1.11111E+15,19,1,0.662
3646515,19 26 42.246,+38 47 41.68,201.4462,249.613773,675,3.2,0.15,0.71,89.91,0.733,0,,0.025,444,2.14,249.3,5508,4.589,-0.28,0.771,,,q1_q16_stellar,1.11111E+15,6,1,0.423
3647097,19 27 17.930,+38 46 47.68,140.99857,59.9653461,328.4,2.02,0.033,0.1,90,0.305,0,,0.016,229,1.98,481,5729,4.372,0.28,1.105,,,q1_q16_stellar,1.11111E+15,24,1,0.256
3648437,19 28 39.880,+38 44 20.59,135.7478,17.50439,583,4.2422,,0.52,88.81,0.136,0,,0.023,28,2.48,736,6162,4.48,,1,1.091,0.3,Pinsonneault,,,1,
