TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
120.53931309891777,0.0011606789,568,290955.94,16.169762,4725.2563,1.5356723,300380.9,16.82685,0,,,,,128.17344375381685,7.658644E-5,209.1559905608917,8.937854E-5,0.0074836677,0.010931617
120.55974775096547,0.001161731,569,290931.0,16.169878,4717.8403,1.5356631,300354.16,16.951653,0,,,,,128.1731068060965,7.659296E-5,209.15529530187246,8.938587E-5,0.0070378166,0.010205467
120.5801823030124,0.001162783,570,290910.75,16.169994,4724.3633,1.5356538,300356.25,16.983137,0,,,,,128.17249279151758,7.6609474E-5,209.15542712538294,8.9397174E-5,0.00634222,0.010232451
120.60061705493717,0.0011638349,571,290863.62,16.170113,4718.8174,1.5356445,300279.44,16.9056,0,,,,,128.17203947647673,7.6626064E-5,209.15551122548567,8.9410314E-5,0.0057955775,0.010420699
120.62105170686846,0.0011648869,572,290815.8,16.170229,4726.4062,1.5356352,300274.88,16.953472,0,,,,,128.17125840757717,7.6645345E-5,209.15530978365976,8.94254E-5,0.004739255,0.009947049
120.64148625879898,0.0011659388,573,290855.3,16.170345,4716.541,1.5356257,300300.03,16.927618,0,,,,,128.17092468752813,7.664398E-5,209.1554832214548,8.9418085E-5,0.004546831,0.010555895
120.66192091060657,0.0011669906,574,290845.06,16.170464,4718.188,1.5356163,300309.03,16.94305,0,,,,,128.17053391580583,7.6648466E-5,209.15508508241118,8.942069E-5,0.004085308,0.009928096
120.6823556624222,0.0011680424,575,290844.03,16.17058,4720.745,1.5356067,300314.72,16.944592,0,,,,,128.17041178196095,7.665876E-5,209.15518507901615,8.942939E-5,0.0039796946,0.009948239
120.70279021411989,0.0011690941,576,290918.06,16.170698,4716.255,1.5355972,300396.34,16.971354,0,,,,,128.17041558282412,7.663507E-5,209.15489748439285,8.940203E-5,0.0038996525,0.009774031
120.72322486581106,0.0011701458,577,290940.12,16.170815,4712.514,1.5355875,300428.62,16.918165,0,,,,,128.1700989863309,7.663734E-5,209.15514993927576,8.939864E-5,0.003589153,0.009913252
120.74365961751027,0.0011711975,578,291016.4,16.17093,4716.5127,1.5355778,300526.78,16.974222,0,,,,,128.1700759409452,7.661965E-5,209.1543510860588,8.938125E-5,0.0034118872,0.009096045
120.76409416909155,0.0011722491,579,291035.5,16.17105,4713.869,1.535568,300524.8,16.9367,0,,,,,128.17045467273485,7.661427E-5,209.15502536689155,8.937262E-5,0.003681291,0.009563177
120.7845288205499,0.0011733006,580,290994.16,16.171165,4715.9097,1.5355581,300512.78,16.952827,0,,,,,128.17030184336957,7.662657E-5,209.1542920977303,8.93886E-5,0.0034472595,0.008834666
120.80496347201552,0.001174352,581,290965.22,16.171284,4715.916,1.5355482,300473.94,16.920908,0,,,,,128.17019874271176,7.6639626E-5,209.1543128424444,8.9401205E-5,0.003500119,0.008849341
120.82539812348114,0.0011754035,582,290939.94,16.1714,4717.23,1.5355383,300454.53,16.976742,0,,,,,128.17028435242761,7.664948E-5,209.1545633197087,8.9410336E-5,0.0035047461,0.009073964
120.84583277482307,0.0011764548,583,290810.56,16.171516,4714.3706,1.5355282,300333.62,16.931463,8192,,,,,128.170425393544,7.6682336E-5,209.1539721199583,8.945209E-5,0.0035240734,0.008467878
120.86626742617227,0.0011775062,584,290734.25,16.171633,4714.099,1.535518,300230.03,16.940548,0,,,,,128.17055582647163,7.6707234E-5,209.15426498878713,8.947891E-5,0.0037302184,0.008726078
120.88670217752224,0.0011785575,585,290702.9,16.171751,4710.773,1.5355078,300221.6,16.92561,0,,,,,128.16999867282246,7.671534E-5,209.15405405487525,8.948307E-5,0.0030311514,0.008481708
120.90713672863058,0.0011796086,586,290756.66,16.171867,4781.8687,1.5354975,300279.4,16.97655,0,,,,,128.17011450427813,7.670861E-5,209.15426243553765,8.94734E-5,0.0031167315,0.008413887
120.92757137986337,0.0011806599,587,290825.3,16.171984,4717.6157,1.5354872,300338.62,16.874065,8192,,,,,128.1696999746862,7.669824E-5,209.15439625521103,8.9455134E-5,0.0027237176,0.008680875
120.94800613097323,0.001181711,588,290879.1,16.172102,4720.1963,1.5354768,300418.12,16.94296,0,,,,,128.16971775059906,7.668451E-5,209.15374862103394,8.944178E-5,0.0027784633,0.008170018
120.96844068197242,0.001182762,589,290955.88,16.172218,4715.1274,1.5354663,300492.78,16.99048,0,,,,,128.16988898503178,7.666519E-5,209.15354683694804,8.94205E-5,0.0028619028,0.007893162
120.9888753330888,0.0011838131,590,290913.3,16.172335,4718.027,1.5354558,300440.2,16.900959,0,,,,,128.16988178196442,7.668231E-5,209.153146669641,8.944135E-5,0.0029592407,0.0075989654
121.00930988397158,0.001184864,591,290860.6,16.172451,4715.5312,1.5354452,300403.78,16.925858,0,,,,,128.16946974299674,7.669535E-5,209.15299481268485,8.945223E-5,0.0023951388,0.0071912888
121.02974463496503,0.001185915,592,290912.3,16.17257,4710.056,1.5354345,300434.25,16.92445,0,,,,,128.1696312323408,7.668699E-5,209.15373158773255,8.9437744E-5,0.0024060665,0.007962984
121.05017928573216,0.0011869657,593,290936.25,16.172817,4719.728,1.535424,300490.75,16.881691,0,,,,,128.16893127689076,7.668292E-5,209.15307136117042,8.943128E-5,0.0017252434,0.007063064
121.0706139366157,0.0011880166,594,290968.06,16.173063,4710.702,1.5354135,300502.84,16.909033,0,,,,,128.1692659769925,7.6677126E-5,209.15351339455094,8.942527E-5,0.0021967404,0.007877627
121.09104858737555,0.0011890674,595,290939.38,16.173311,4709.3506,1.535403,300478.72,16.957247,0,,,,,128.1690662688858,7.668656E-5,209.15335933645628,8.9435925E-5,0.0020939826,0.007702351
121.11148323802627,0.001190118,596,290985.3,16.17356,4709.2124,1.5353923,300527.88,16.932655,128,,,,,128.1690795639393,7.66695E-5,209.15330975583217,8.941694E-5,0.0019184932,0.0075834044
121.13191788867698,0.0011911687,597,290966.3,16.173807,4720.346,1.5353818,300512.3,16.961205,0,,,,,128.16885016320438,7.667734E-5,209.153269597985,8.942473E-5,0.0017996338,0.007527422
121.15235243931966,0.0011922193,598,291032.34,16.174055,4716.6274,1.5353713,300570.47,16.939243,0,,,,,128.16929445742647,7.6655466E-5,209.1535930918713,8.9401714E-5,0.0022887948,0.007979383
121.17278718985472,0.0011932699,599,291020.53,16.174303,4710.7524,1.5353606,300583.78,16.991308,0,,,,,128.1693454521785,7.6658565E-5,209.15300090048308,8.941001E-5,0.0022183126,0.007169288
121.19322184038901,0.0011943204,600,291029.72,16.174551,4715.552,1.5353501,300562.1,16.973087,0,,,,,128.1697107170028,7.665613E-5,209.1533433280647,8.940881E-5,0.0027573085,0.0078598
121.21365639079886,0.0011953708,601,290960.78,16.174799,4706.303,1.5353395,300515.78,17.027182,0,,,,,128.17018132161593,7.666723E-5,209.15332281637671,8.942664E-5,0.0030381116,0.007573361
121.23409114110109,0.0011964211,602,290974.56,16.175045,4705.9414,1.5353289,300515.8,17.03727,0,,,,,128.17025506307039,7.6663455E-5,209.1536503669923,8.942134E-5,0.0034490388,0.007961343
121.25452579151897,0.0011974715,603,290952.44,16.175293,4713.378,1.5353183,300494.44,16.996262,0,,,,,128.17038390609423,7.667042E-5,209.15364230853476,8.943117E-5,0.003548571,0.00811373
121.2749603418124,0.0011985218,604,290942.6,16.17554,4717.445,1.5353078,300481.8,17.022327,0,,,,,128.17080693893445,7.666672E-5,209.15374881015597,8.94305E-5,0.0038254696,0.00801906
121.29539499199745,0.001199572,605,290941.62,16.175789,4712.148,1.535297,300485.25,17.033703,0,,,,,128.17076243681456,7.666929E-5,209.1532401213828,8.943678E-5,0.003839434,0.0076516964
121.31582974218327,0.0012006222,606,290944.25,16.176037,4712.119,1.5352865,300469.38,17.018183,0,,,,,128.1710028858312,7.666544E-5,209.1538334694037,8.9431225E-5,0.0041912887,0.008285036
121.33626439224463,0.0012016722,607,290893.94,16.176283,4711.5557,1.5352759,300441.12,17.034071,0,,,,,128.17064425148826,7.667767E-5,209.15351759048252,8.944473E-5,0.0036011913,0.0076921815
121.3566989423125,0.0012027223,608,290876.75,16.17653,4716.0674,1.5352652,300392.0,16.991247,0,,,,,128.17080802943283,7.668753E-5,209.1539386580326,8.9455556E-5,0.0041421345,0.008448551
121.3771336923819,0.0012037724,609,290923.25,16.176779,4712.32,1.5352546,300471.7,17.043783,0,,,,,128.17071076586052,7.6670345E-5,209.15340484283678,8.943847E-5,0.0038582366,0.007731891
121.39756834232685,0.0012048223,610,290954.47,16.177027,4710.361,1.535244,300487.6,17.018497,0,,,,,128.1709808468368,7.666249E-5,209.15337917112402,8.9432404E-5,0.004141653,0.007865265
121.4180028921619,0.0012058722,611,291031.3,16.177273,4710.7656,1.5352334,300569.62,17.0266,0,,,,,128.17112366899175,7.664234E-5,209.1539822771707,8.9406894E-5,0.0042956877,0.008351864
121.4384375419977,0.001206922,612,291074.4,16.17752,4719.6226,1.5352226,300628.66,17.005375,0,,,,,128.17062713718684,7.663334E-5,209.15359743695507,8.939481E-5,0.0038489043,0.008034553
121.45887229182699,0.0012079718,613,291169.22,16.177769,4704.7905,1.535212,300725.6,17.023405,0,,,,,128.1710437398568,7.660084E-5,209.1538810576992,8.9359375E-5,0.0040607355,0.008306692
121.47930684154562,0.0012090215,614,291197.8,16.178017,4708.863,1.5352014,300741.8,17.033726,0,,,,,128.17117093526718,7.6598386E-5,209.15406540723768,8.9356996E-5,0.0042972737,0.008532816
121.49974149126501,0.0012100713,615,291236.28,16.178265,4705.52,1.5351907,300800.47,17.046711,0,,,,,128.17106631535069,7.658584E-5,209.15384927685975,8.9343266E-5,0.0039703147,0.008099143
121.52017614086071,0.0012111209,616,291300.75,16.178513,4709.5386,1.5351801,300841.28,17.046322,0,,,,,128.17121348489474,7.6570715E-5,209.1543265035231,8.932445E-5,0.0046480587,0.00871555
121.54061089046445,0.0012121705,617,291265.8,16.178087,4707.6836,1.535187,300827.56,17.055079,0,,,,,128.1711673896386,7.657375E-5,209.15379408512734,8.9330446E-5,0.004302941,0.008094848
121.56104553995101,0.00121322,618,291243.03,16.177662,4706.522,1.535194,300797.66,17.04561,0,,,,,128.17115447824554,7.657902E-5,209.1538488140855,8.933566E-5,0.0043380526,0.008216808
121.58148008942953,0.0012142694,619,291215.34,16.177237,4733.017,1.535201,300751.97,17.036919,8192,,,,,128.1715282684675,7.6584525E-5,209.15410968094108,8.934337E-5,0.004726537,0.0086117815
121.60191483880044,0.0012153188,620,291098.1,16.176813,4707.0547,1.5352079,300649.22,17.051178,0,,,,,128.17105665043965,7.662097E-5,209.15379799638953,8.93831E-5,0.0041344366,0.008203977
121.62234948817058,0.0012163682,621,290959.25,16.176386,4708.45,1.5352148,300491.75,17.038921,0,,,,,128.1716501838805,7.6651064E-5,209.1541269143488,8.942105E-5,0.0048597907,0.008482117
121.64278403741628,0.0012174174,622,290832.1,16.175962,4713.2046,1.5352217,300357.4,17.035297,0,,,,,128.1717445794024,7.668227E-5,209.15358962504013,8.946122E-5,0.0050467774,0.008074888
121.66321868667,0.0012184667,623,290766.53,16.175537,4703.7153,1.5352286,300301.7,17.037565,0,,,,,128.17173529170424,7.669619E-5,209.15374452852325,8.947593E-5,0.0049173716,0.007952416
121.68365343580808,0.0012195158,624,290793.3,16.175112,4703.0815,1.5352353,300304.03,17.054733,0,,,,,128.17181093286615,7.669276E-5,209.15396069119015,8.947079E-5,0.0051345285,0.008409851
121.70408798493736,0.0012205649,625,290776.44,16.174688,4705.5015,1.5352422,300306.62,17.05093,0,,,,,128.1715113252995,7.669821E-5,209.15362226904915,8.947609E-5,0.004823338,0.00800827
121.72452263407467,0.0012216141,626,290759.22,16.174263,4698.476,1.5352491,300292.72,17.042835,0,,,,,128.17217352293366,7.669149E-5,209.15333660286637,8.947557E-5,0.0052028103,0.0076598963
121.74495738309633,0.0012226631,627,290689.25,16.173838,4707.599,1.5352559,300193.06,17.056269,0,,,,,128.17237602311658,7.670976E-5,209.15422777810184,8.949265E-5,0.0055241548,0.00850815
121.76539193199278,0.001223712,628,290584.66,16.173412,4700.1626,1.5352627,300115.22,17.05228,0,,,,,128.17171912419724,7.67381E-5,209.15345772034368,8.952415E-5,0.0048462725,0.007696982
121.78582658089726,0.0012247609,629,290571.34,16.172987,4700.197,1.5352696,300085.12,17.037952,0,,,,,128.17238028956876,7.673794E-5,209.15400048254452,8.952605E-5,0.0055755503,0.0083871465
121.80626122968533,0.0012258097,630,290466.12,16.172562,4706.099,1.5352763,299972.5,17.039019,0,,,,,128.17233190854276,7.676634E-5,209.15423372772676,8.9556816E-5,0.0054389737,0.008280243
121.82669587846613,0.0012268585,631,290535.72,16.172136,4702.0967,1.5352831,300054.47,17.043217,0,,,,,128.17210037217606,7.674844E-5,209.15405172541284,8.9534515E-5,0.0053041964,0.008103217
121.8471305272542,0.0012279073,632,290621.44,16.171713,4702.77,1.5352899,300134.12,17.03593,0,,,,,128.17205499076582,7.6723576E-5,209.1540317027432,8.9504756E-5,0.0050543877,0.008376215
121.86756517592585,0.0012289559,633,290672.38,16.171288,4700.62,1.5352966,300179.7,17.04067,0,,,,,128.1716028433097,7.672116E-5,209.15446731918604,8.949465E-5,0.0049647284,0.008997325
121.88799982447381,0.0012300045,634,290660.1,16.170862,4703.3613,1.5353034,300183.4,17.053036,0,,,,,128.17147292457892,7.6721095E-5,209.15383915484216,8.949687E-5,0.004685388,0.008193845
121.90843447314546,0.0012310531,635,290683.7,16.170437,4696.041,1.5353101,300182.8,17.037155,0,,,,,128.17221177324694,7.671536E-5,209.15429674932668,8.949353E-5,0.005480944,0.008718085
121.92886912158428,0.0012321016,636,290707.8,16.170012,4699.8633,1.5353167,300247.62,16.987234,0,,,,,128.17193435471367,7.6701705E-5,209.1538823241735,8.9477224E-5,0.0049644103,0.008153928
121.94930367001507,0.00123315,637,290709.88,16.169586,4703.73,1.5353235,300222.1,17.037977,0,,,,,128.1718290717838,7.670501E-5,209.15408252324994,8.94784E-5,0.0052091233,0.0086632045
121.96973841845465,0.0012341985,638,290748.7,16.16916,4699.2563,1.53533,300276.62,17.022303,0,,,,,128.17160722050724,7.669415E-5,209.15386807667534,8.946461E-5,0.00475318,0.008172333
121.99017306677706,0.0012352468,639,290793.84,16.168736,4709.3916,1.5353369,300324.66,17.051071,0,,,,,128.17173627814503,7.668079E-5,209.15377661295764,8.9450295E-5,0.0049659405,0.0080741085
122.01060761498229,0.001236295,640,290810.53,16.16831,4703.244,1.5353435,300334.1,16.997824,0,,,,,128.1720099795142,7.667728E-5,209.15391210239187,8.944736E-5,0.005233971,0.00831037
122.03104236318177,0.0012373432,641,290823.66,16.168766,4705.8877,1.5353307,300352.16,17.05437,8192,,,,,128.17226400402694,7.666581E-5,209.15306125496184,8.944271E-5,0.005496238,0.0074432166
122.05147701138776,0.0012383914,642,290806.84,16.169222,4697.5645,1.5353178,300345.53,17.005138,0,,,,,128.1720625570365,7.6673285E-5,209.1531597786679,8.945007E-5,0.0052462905,0.0075664534
122.07191165947006,0.0012394395,643,290806.1,16.169678,4693.375,1.535305,300321.75,16.982122,0,,,,,128.17235879336886,7.667481E-5,209.15348666440653,8.945356E-5,0.0056861155,0.007896898
122.09234620744246,0.0012404874,644,290749.88,16.170134,4702.797,1.5352921,300291.12,17.015905,0,,,,,128.1721335541598,7.668623E-5,209.15310843309118,8.946831E-5,0.005253785,0.0073901904
122.1127809555328,0.0012415355,645,290783.38,16.17059,4699.4966,1.5352792,300306.44,17.011868,0,,,,,128.1724324450592,7.667862E-5,209.1533927852728,8.946143E-5,0.0055865245,0.007630773
122.13321560338227,0.0012425834,646,290761.8,16.171045,4695.0103,1.5352663,300291.94,17.004593,0,,,,,128.17170057367719,7.669141E-5,209.15365739895105,8.946916E-5,0.004828715,0.00787519
